t;s;g;el
1;2;4186;-0.18
1;2;4234;0.15
1;2;4262;-0.46
1;2;4375;-0.1
1;2;4424;-0.18
1;2;4444;0.27
1;2;4499;-0.69
1;2;4608;-0.69
1;2;4755;-0.03
1;2;4793;-0.34
1;2;4818;-0.06
1;2;4840;-0.31
1;2;5000;-0.18
1;2;5013;-0.27
1;2;5064;0.45
1;2;5178;-0.07
1;2;5186;0.13
1;2;5230;0.02
1;2;5244;-0.12
1;2;5279;0
1;2;5359;-0.34
1;2;5366;0.33
1;2;5437;-0.74
1;2;5448;-0.91
1;2;5457;0.22
1;2;5470;0.05
1;2;5544;0.01
1;2;5585;-0.61
1;2;5599;-0.1
1;2;5713;0.06
1;2;5715;-1.3
1;2;5813;-0.66
1;2;5933;-0.01
1;2;5988;0.74
1;2;6016;0.28
1;2;6066;0.16
1;3;0;-0.12
1;3;351;-0.22
1;3;551;0
1;3;694;-0.01
1;3;914;-0.18
1;3;1019;0.24
1;3;1031;-0.11
1;3;1144;-0.08
1;3;1159;0.28
1;3;1164;-0.21
1;3;1209;-0.23
1;3;1272;0.47
1;3;1274;-0.15
1;3;1296;-0.24
1;3;1297;-0.06
1;3;1365;-0.47
1;3;1400;-0.24
1;3;1412;0
1;3;1441;-0.3
1;3;1460;-0.01
1;3;1494;-0.11
1;3;1497;-0.08
1;3;1501;-0.13
1;3;1536;-0.67
1;3;1546;0.36
1;3;1568;0.16
1;3;1580;-0.39
1;3;1619;-0.24
1;3;1625;-0.14
1;3;1630;-0.34
1;3;1632;-0.06
1;3;1640;0.2
1;3;1642;0.2
1;3;1666;-0.08
1;3;1676;-0.28
1;3;1685;-0.14
1;3;1700;-1.65
1;3;1711;0.47
1;3;1725;0
1;3;1766;-0.01
1;3;1825;-0.11
1;3;1896;0.29
1;3;1898;0.31
1;3;1908;-0.15
1;3;1942;-0.37
1;3;1950;0.45
1;3;1968;0.08
1;3;2007;-0.04
1;3;2104;0.11
1;3;2191;-0.76
1;3;2251;-0.1
1;3;2338;-0.26
1;3;2446;-0.12
1;3;2491;-0.03
1;3;2555;1.23
1;3;2694;0.09
1;3;2813;-0.36
1;3;2831;0.13
1;3;2940;-0.23
1;3;2991;-0.17
1;3;3010;0.62
1;3;3073;-0.09
1;3;3166;0.38
1;3;3312;0
1;3;3388;-0.41
1;3;3648;-0.29
1;3;3706;0.37
1;3;3715;0.08
1;3;3733;0.04
1;3;3799;-0.32
1;3;3803;0.24
1;3;3914;-0.37
1;3;3919;-0.28
1;3;4000;0
1;3;4028;-0.31
1;3;4035;0.02
1;3;4106;2.44
1;3;4123;-0.13
1;3;4131;0.31
1;3;4138;-0.18
1;3;4158;-0.31
1;3;4177;-0.32
1;3;4186;-0.56
1;3;4234;-0.12
1;3;4262;-0.37
1;3;4375;0.04
1;3;4424;-0.19
1;3;4444;0.25
1;3;4499;-0.03
1;3;4608;-1.63
1;3;4755;-0.08
1;3;4793;-0.11
1;3;4818;0.02
1;3;4840;-0.16
1;3;5000;-0.29
1;3;5013;-0.7
1;3;5064;0.17
1;3;5178;0.09
1;3;5186;0.05
1;3;5230;-0.24
1;3;5244;0
1;3;5279;0.53
1;3;5359;-0.61
1;3;5366;-0.4
1;3;5437;-0.34
1;3;5448;-0.03
1;3;5457;0
1;3;5470;1.33
1;3;5544;-0.52
1;3;5585;0.2
1;3;5599;0
1;3;5713;-0.3
1;3;5715;-0.31
1;3;5813;0.57
1;3;5933;-0.09
1;3;5988;0
1;3;6016;-0.31
1;3;6066;0.18
3;0;0;0.17
3;0;351;-0.32
3;0;551;0.07
3;0;694;-0.04
3;0;914;-0.17
3;0;1019;-0.14
3;0;1031;0.01
3;0;1144;-0.31
3;0;1159;-0.07
3;0;1164;1.31
3;0;1209;-0.06
3;0;1272;-0.57
3;0;1274;-0.31
3;0;1296;0.11
3;0;1297;-0.28
3;0;1365;-0.3
3;0;1400;-0.02
3;0;1412;0.43
3;0;1441;-0.14
3;0;1460;0
3;0;1494;-0.1
3;0;1497;0.07
3;0;1501;0.81
3;0;1536;0.32
3;0;1546;0.18
3;0;1568;0.36
3;0;1580;0.13
3;0;1619;0.27
3;0;1625;1.6
3;0;1630;-0.31
3;0;1632;-0.01
3;0;1640;-0.13
3;0;1642;0.09
3;0;1666;-0.1
3;0;1676;-0.3
3;0;1685;0.22
3;0;1700;1.5
3;0;1711;0.33
3;0;1725;0
3;0;1766;0.19
3;0;1825;-0.05
3;0;1896;0.83
3;0;1898;-0.04
3;0;1908;0.33
3;0;1942;0.09
3;0;1950;0.38
3;0;1968;-0.26
3;0;2007;-0.11
3;0;2104;0.05
3;0;2191;0.08
3;0;2251;0.17
3;0;2338;-0.47
3;0;2446;-0.19
3;0;2491;-0.04
3;0;2555;-0.52
3;0;2694;0.31
3;0;2813;-0.02
3;0;2831;-0.2
3;0;2940;0.09
3;0;2991;-0.34
3;0;3010;0.77
3;0;3073;-0.02
3;0;3166;0.05
3;0;3312;-0.23
3;0;3388;0.08
3;0;3648;0.03
3;0;3706;0.65
3;0;3715;-0.04
3;0;3733;0.09
3;0;3799;0.17
3;0;3803;0.18
3;0;3914;-0.48
3;0;3919;-0.12
3;0;4000;-0.3
3;0;4028;-0.44
3;0;4035;0.29
3;0;4106;-0.08
3;0;4123;-0.34
3;0;4131;0.83
3;0;4138;0.23
3;0;4158;-0.24
3;0;4177;-0.11
3;0;4186;0.89
3;0;4234;0.03
3;0;4262;0.12
3;0;4375;0.03
3;0;4424;0.04
3;0;4444;0.03
3;0;4499;-0.13
3;0;4608;-0.84
3;0;4755;-0.3
3;0;4793;0.3
3;0;4818;-0.18
3;0;4840;0.34
3;0;5000;0.08
3;0;5013;1.46
3;0;5064;-0.13
3;0;5178;-0.05
3;0;5186;0.41
3;0;5230;-0.02
3;0;5244;-0.25
3;0;5279;0.45
3;0;5359;-0.03
3;0;5366;0.2
3;0;5437;0.31
3;0;5448;-0.74
3;0;5457;-0.22
3;0;5470;-0.18
3;0;5544;0.24
3;0;5585;0
3;0;5599;0
3;0;5713;0.25
3;0;5715;-0.47
3;0;5813;-0.15
3;0;5933;-0.26
3;0;5988;-0.05
3;0;6016;-0.11
3;0;6066;0.15
3;1;0;0.03
3;1;351;0
3;1;551;0.59
3;1;694;0.21
3;1;914;0
3;1;1019;0.38
3;1;1031;0.47
3;1;1144;0.25
3;1;1159;-0.03
3;1;1164;-0.18
3;1;1209;0.15
3;1;1272;-0.44
3;1;1274;-0.08
3;1;1296;0.51
3;1;1297;0.3
3;1;1365;0.07
3;1;1400;-0.35
3;1;1412;0.27
3;1;1441;0.04
3;1;1460;0
3;1;1494;0.23
3;1;1497;-0.17
3;1;1501;-0.33
3;1;1536;-0.41
3;1;1546;0.26
3;1;1568;-0.18
3;1;1580;0.75
3;1;1619;-0.07
3;1;1625;0.79
3;1;1630;0.49
3;1;1632;0.25
3;1;1640;-0.07
3;1;1642;0.08
3;1;1666;0.06
3;1;1676;0.27
3;1;1685;0.08
3;1;1700;0
3;1;1711;0
3;1;1725;0.04
3;1;1766;0.29
3;1;1825;0.44
3;1;1896;0
3;1;1898;-0.34
3;1;1908;0
3;1;1942;-0.01
3;1;1950;-0.16
3;1;1968;-0.13
3;1;2007;0.21
3;1;2104;-0.32
3;1;2191;-0.39
3;1;2251;0.2
3;1;2338;0
3;1;2446;-0.38
3;1;2491;-0.1
3;1;2555;-0.63
3;1;2694;-0.04
3;1;2813;0.21
3;1;2831;-0.09
3;1;2940;0.1
3;1;2991;-0.06
3;1;3010;-0.28
3;1;3073;-0.65
3;1;3166;-0.07
3;1;3312;0.14
3;1;3388;0.47
3;1;3648;0.35
3;1;3706;-1.01
3;1;3715;-0.21
3;1;3733;-0.52
3;1;3799;-0.19
3;1;3803;-0.15
3;1;3914;-0.11
3;1;3919;0.41
3;1;4000;0.52
3;1;4028;0.51
3;1;4035;-0.02
3;1;4106;1.14
3;1;4123;0.06
3;1;4131;-0.3
3;1;4138;0.16
3;1;4158;-0.11
3;1;4177;0.61
3;1;4186;0.32
3;1;4234;0.06
3;1;4262;0.17
3;1;4375;0.43
3;1;4424;-0.38
3;1;4444;0.38
3;1;4499;0.36
3;1;4608;1.29
3;1;4755;0.18
3;1;4793;0.12
3;1;4818;0
3;1;4840;-0.14
3;1;5000;0.34
3;1;5013;-0.1
3;1;5064;0.17
3;1;5178;0.14
3;1;5186;0.06
3;1;5230;0
3;1;5244;-0.18
3;1;5279;-0.11
3;1;5359;0.27
3;1;5366;-0.4
3;1;5437;-0.31
3;1;5448;0.47
3;1;5457;-0.37
3;1;5470;0.14
3;1;5544;0.35
3;1;5585;-0.57
3;1;5599;1.01
3;1;5713;-0.27
3;1;5715;0.38
3;1;5813;-0.43
3;1;5933;0.23
3;1;5988;-0.18
3;1;6016;-0.04
3;1;6066;-0.21
3;2;0;-0.19
3;2;351;-0.03
3;2;551;-0.05
3;2;694;0.39
3;2;914;-0.17
3;2;1019;-0.01
3;2;1031;-0.05
3;2;1144;-0.3
3;2;1159;0.03
3;2;1164;-0.13
3;2;1209;0.17
3;2;1272;3.24
3;2;1274;-0.21
3;2;1296;-0.05
3;2;1297;0.17
3;2;1365;0.08
3;2;1400;0.75
3;2;1412;0.2
3;2;1441;0.4
3;2;1460;-0.33
3;2;1494;0.28
3;2;1497;0.39
3;2;1501;0.73
3;2;1536;-0.27
3;2;1546;0.19
3;2;1568;-0.69
3;2;1580;0.32
3;2;1619;0.57
3;2;1625;0.7
3;2;1630;0.4
3;2;1632;-0.01
3;2;1640;0.49
3;2;1642;-0.21
3;2;1666;0.04
3;2;1676;-0.16
3;2;1685;-0.01
3;2;1700;0.75
3;2;1711;1.12
3;2;1725;0.2
3;2;1766;0.07
3;2;1825;0.24
3;2;1896;0.3
3;2;1898;-0.01
3;2;1908;0.55
3;2;1942;-0.52
3;2;1950;-0.57
3;2;1968;-0.01
3;2;2007;-0.09
3;2;2104;0.45
3;2;2191;0.09
3;2;2251;0.69
3;2;2338;0.2
3;2;2446;-0.45
