t;s;g;el
2;2;3628;0.15
2;2;3805;0.29
2;2;3821;-0.36
2;2;3824;0.2
2;2;3843;-0.5
2;2;3866;-0.24
2;2;3877;0.04
2;2;3898;-0.19
2;2;3921;-0.16
2;2;3930;-0.04
2;2;4009;-0.01
2;2;4087;-0.1
2;2;4141;-1.29
2;2;4216;1.04
2;2;4227;-0.85
2;2;4294;0.18
2;2;4426;-0.02
2;2;4452;-0.48
2;2;4481;0
2;2;4511;0.09
2;2;4543;-0.05
2;2;4544;-0.27
2;2;4587;-0.38
2;2;4633;-0.08
2;2;4642;0.16
2;2;4665;-0.14
2;2;4778;0.25
2;2;4790;0.57
2;2;4806;-0.89
2;2;4835;-0.21
2;2;4886;-1.93
2;2;4919;0.74
2;2;4930;-0.1
2;2;4938;0.29
2;2;5111;-0.41
2;2;5140;0.77
2;2;5155;-0.58
2;2;5163;0.14
2;2;5194;0
2;2;5234;-0.84
2;2;5296;-0.04
2;2;5305;-0.34
2;2;5385;-0.39
2;2;5393;-0.12
2;2;5432;-0.63
2;2;5434;-0.55
2;2;5564;-0.42
2;2;5570;-0.4
2;2;5579;1.37
2;2;5583;0.54
2;2;5622;0.41
2;2;5716;-0.54
2;2;5773;-0.29
2;2;5780;0.68
2;2;5782;-0.59
2;2;5792;-0.56
2;2;5795;0.1
2;2;5828;-0.08
2;2;5835;0.09
2;2;5849;0.06
2;2;5914;0.22
2;2;5917;0
2;2;5949;-0.23
2;2;5976;-0.02
2;2;6000;0.25
2;2;6022;-0.31
2;2;6046;0.09
2;2;6054;-0.15
2;2;6068;0.3
2;3;29;0
2;3;57;0
2;3;65;-0.15
2;3;67;0.03
2;3;70;0
2;3;82;-0.05
2;3;348;-0.69
2;3;379;0.06
2;3;400;0.44
2;3;445;0.17
2;3;489;0.16
2;3;515;0
2;3;523;-0.11
2;3;543;0.13
2;3;594;-0.41
2;3;607;0.34
2;3;644;-0.13
2;3;654;0
2;3;663;0.16
2;3;677;0.56
2;3;685;0.03
2;3;702;-0.12
2;3;709;-0.1
2;3;782;0.05
2;3;923;0.56
2;3;926;-0.2
2;3;947;0.22
2;3;983;-0.16
2;3;1034;-0.17
2;3;1052;-0.61
2;3;1132;0.3
2;3;1225;-0.42
2;3;1230;0.09
2;3;1257;0
2;3;1264;-0.19
2;3;1269;-0.16
2;3;1273;0.04
2;3;1293;0.04
2;3;1313;0.35
2;3;1349;-0.16
2;3;1374;-0.22
2;3;1421;-0.07
2;3;1444;0.07
2;3;1446;-0.23
2;3;1477;0
2;3;1484;-0.21
2;3;1644;0
2;3;1655;0.07
2;3;1693;-0.12
2;3;1855;-0.06
2;3;2100;0.01
2;3;2121;-0.18
2;3;2129;-0.42
2;3;2241;-0.44
2;3;2282;0.06
2;3;2328;0.49
2;3;2356;0.06
2;3;2361;0.08
2;3;2395;0.04
2;3;2409;-0.33
2;3;2452;-0.15
2;3;2463;-0.28
2;3;2545;0.5
2;3;2616;-0.29
2;3;2820;0.42
2;3;2931;0.26
2;3;2951;-0.19
2;3;2966;0.18
2;3;3003;0.05
2;3;3089;-0.28
2;3;3131;0.05
2;3;3133;-0.16
2;3;3194;-0.23
2;3;3253;0.53
2;3;3264;-0.03
2;3;3325;0.39
2;3;3327;0.49
2;3;3355;0.04
2;3;3381;-0.3
2;3;3391;0.03
2;3;3413;-0.17
2;3;3445;-0.29
2;3;3447;0.7
2;3;3455;-0.24
2;3;3458;-0.05
2;3;3493;0.19
2;3;3506;-0.12
2;3;3557;0.35
2;3;3565;-0.22
2;3;3577;0.08
2;3;3628;-0.16
2;3;3805;0.31
2;3;3821;-0.21
2;3;3824;0.13
2;3;3843;-0.14
2;3;3866;-0.12
2;3;3877;0.28
2;3;3898;0.05
2;3;3921;0.13
2;3;3930;-0.11
2;3;4009;-0.31
2;3;4087;-0.11
2;3;4141;-0.23
2;3;4216;-0.34
2;3;4227;-0.18
2;3;4294;0.1
2;3;4426;-0.31
2;3;4452;-0.33
2;3;4481;0
2;3;4511;0.11
2;3;4543;0.12
2;3;4544;-0.4
2;3;4587;0.04
2;3;4633;-0.35
2;3;4642;0.11
2;3;4665;-0.3
2;3;4778;-0.14
2;3;4790;-0.46
2;3;4806;-0.13
2;3;4835;0.1
2;3;4886;-0.21
2;3;4919;-0.01
2;3;4930;-0.31
2;3;4938;0.59
2;3;5111;-0.06
2;3;5140;-0.5
2;3;5155;0.15
2;3;5163;-0.07
2;3;5194;0.21
2;3;5234;0.3
2;3;5296;-0.02
2;3;5305;-0.15
2;3;5385;-0.14
2;3;5393;-0.05
2;3;5432;-0.33
2;3;5434;-0.09
2;3;5564;0.17
2;3;5570;0.04
2;3;5579;-0.22
2;3;5583;-0.05
2;3;5622;-0.74
2;3;5716;-0.36
2;3;5773;-0.07
2;3;5780;0.1
2;3;5782;-0.57
2;3;5792;-0.24
2;3;5795;-0.52
2;3;5828;-0.01
2;3;5835;-0.1
2;3;5849;0.03
2;3;5914;-0.31
2;3;5917;-0.34
2;3;5949;-0.04
2;3;5976;-0.42
2;3;6000;0.02
2;3;6022;-0.04
2;3;6046;-0.13
2;3;6054;-0.14
2;3;6068;0.3
7;0;29;0.13
7;0;57;0.23
7;0;65;0.04
7;0;67;0.39
7;0;70;0
7;0;82;0.31
7;0;348;0
7;0;379;-0.41
7;0;400;0.16
7;0;445;-0.24
7;0;489;0.06
7;0;515;0.06
7;0;523;0.27
7;0;543;0.17
7;0;594;0.31
7;0;607;0.22
7;0;644;0.04
7;0;654;0.29
7;0;663;-0.37
7;0;677;0.18
7;0;685;0.31
7;0;702;0.4
7;0;709;0.15
7;0;782;0
7;0;923;0
7;0;926;0.76
7;0;947;0.08
7;0;983;-0.07
7;0;1034;-0.02
7;0;1052;-1.17
7;0;1132;0.06
7;0;1225;-0.03
7;0;1230;-0.3
7;0;1257;-0.02
7;0;1264;-0.18
7;0;1269;0.45
7;0;1273;-0.03
7;0;1293;-0.04
7;0;1313;-0.12
7;0;1349;0.05
7;0;1374;-0.06
7;0;1421;0.23
7;0;1444;0
7;0;1446;-0.01
7;0;1477;0.11
7;0;1484;-0.08
7;0;1644;0
7;0;1655;0.15
7;0;1693;0.08
7;0;1855;0.2
7;0;2100;0.26
7;0;2121;-0.2
7;0;2129;-0.07
7;0;2241;0.05
7;0;2282;-0.08
7;0;2328;-0.77
7;0;2356;0.1
7;0;2361;0.19
7;0;2395;0.47
7;0;2409;0.27
7;0;2452;-0.12
7;0;2463;-0.15
7;0;2545;-0.01
7;0;2616;-0.05
7;0;2820;-0.04
7;0;2931;-0.18
7;0;2951;-0.11
7;0;2966;-0.07
7;0;3003;-0.04
7;0;3089;-0.7
7;0;3131;0.18
7;0;3133;0.03
7;0;3194;0.18
7;0;3253;0.13
7;0;3264;0.02
7;0;3325;0.07
7;0;3327;0.05
7;0;3355;-0.1
7;0;3381;0
7;0;3391;0
7;0;3413;-0.19
7;0;3445;0.19
7;0;3447;-0.24
7;0;3455;-0.1
7;0;3458;0.06
7;0;3493;0.09
7;0;3506;0.07
7;0;3557;0.05
7;0;3565;0.1
7;0;3577;0.15
7;0;3628;-0.29
7;0;3805;0.25
7;0;3821;-0.09
7;0;3824;0.11
7;0;3843;0.52
7;0;3866;0.1
7;0;3877;-0.09
7;0;3898;0.01
7;0;3921;0.14
7;0;3930;0.06
7;0;4009;0.03
7;0;4087;-0.48
7;0;4141;-0.17
7;0;4216;-0.01
7;0;4227;-0.03
7;0;4294;0.16
7;0;4426;-0.06
7;0;4452;-0.08
7;0;4481;0
7;0;4511;0.07
7;0;4543;0.14
7;0;4544;-0.1
7;0;4587;-0.05
7;0;4633;0.02
7;0;4642;0.15
7;0;4665;-0.12
7;0;4778;-0.19
7;0;4790;-0.14
7;0;4806;-0.17
7;0;4835;-0.19
7;0;4886;-0.41
7;0;4919;-0.37
7;0;4930;-0.29
7;0;4938;-0.08
7;0;5111;0.06
7;0;5140;-0.53
7;0;5155;0.14
7;0;5163;-0.19
7;0;5194;-0.04
7;0;5234;0.25
7;0;5296;-0.25
7;0;5305;-0.35
7;0;5385;-0.16
7;0;5393;-0.14
7;0;5432;0.2
7;0;5434;0.25
7;0;5564;-0.03
7;0;5570;-0.06
7;0;5579;-0.33
7;0;5583;-0.45
7;0;5622;0
7;0;5716;-0.04
7;0;5773;-0.07
7;0;5780;-0.32
7;0;5782;-0.25
7;0;5792;0
7;0;5795;-0.15
7;0;5828;0.19
7;0;5835;0.18
7;0;5849;0.09
7;0;5914;-0.15
7;0;5917;0.17
7;0;5949;0.13
7;0;5976;0.03
7;0;6000;-0.01
7;0;6022;0
7;0;6046;0.13
7;0;6054;0.12
7;0;6068;0
7;1;29;-0.2
7;1;57;0.15
7;1;65;0.18
7;1;67;-1.1
7;1;70;-0.2
7;1;82;-0.51
7;1;348;-0.21
7;1;379;-0.22
7;1;400;-0.94
7;1;445;-0.13
7;1;489;-0.23
7;1;515;-0.53
7;1;523;0
7;1;543;0
7;1;594;0.81
7;1;607;-0.27
7;1;644;-0.1
7;1;654;0.05
7;1;663;0.08
7;1;677;-0.65
7;1;685;-0.74
7;1;702;-0.06
7;1;709;-0.29
7;1;782;-0.36
7;1;923;0.39
7;1;926;0.09
7;1;947;0
7;1;983;0.66
7;1;1034;-1.13
7;1;1052;-0.48
7;1;1132;-0.05
7;1;1225;0.03
7;1;1230;0.08
7;1;1257;0
7;1;1264;-0.15
7;1;1269;0.29
7;1;1273;0.04
7;1;1293;0.03
7;1;1313;-0.2
7;1;1349;0.33
7;1;1374;0.24
7;1;1421;0.24
7;1;1444;0.11
7;1;1446;0.06
7;1;1477;0.14
7;1;1484;0.11
7;1;1644;0.37
7;1;1655;-0.06
7;1;1693;0.2
7;1;1855;0.17
7;1;2100;0.2
7;1;2121;0.24
7;1;2129;0.14
7;1;2241;-0.49
7;1;2282;0.02
7;1;2328;-1.63
7;1;2356;-0.18
7;1;2361;-1.1
7;1;2395;0.66
7;1;2409;0.17
7;1;2452;-0.66
7;1;2463;-0.2
7;1;2545;0.04
7;1;2616;0.33
7;1;2820;-0.46
7;1;2931;-0.66
7;1;2951;0.29
7;1;2966;-0.42
7;1;3003;0.09
7;1;3089;-0.67
7;1;3131;-0.04
7;1;3133;-0.55
7;1;3194;0.26
7;1;3253;0.06
7;1;3264;0.34
7;1;3325;-0.79
7;1;3327;-0.16
7;1;3355;0.07
7;1;3381;-0.28
7;1;3391;0.03
7;1;3413;0.27
7;1;3445;-0.26
7;1;3447;0.64
7;1;3455;0.23
7;1;3458;0.05
7;1;3493;0
7;1;3506;-0.07
7;1;3557;0.28
7;1;3565;0
7;1;3577;0.3
7;1;3628;-0.3
7;1;3805;0.32
7;1;3821;0.22
7;1;3824;0.17
7;1;3843;0.09
7;1;3866;-0.05
7;1;3877;0.36
7;1;3898;0.13
7;1;3921;0
7;1;3930;0.33
7;1;4009;0.26
7;1;4087;-0.01
7;1;4141;0
7;1;4216;-0.34
7;1;4227;0
7;1;4294;0.3
7;1;4426;-0.01
7;1;4452;0.1
7;1;4481;0
7;1;4511;0.04
7;1;4543;0.17
7;1;4544;-0.14
7;1;4587;0
7;1;4633;0
7;1;4642;0.09
7;1;4665;0.01
7;1;4778;-0.22
7;1;4790;-0.11
7;1;4806;-0.21
7;1;4835;0
7;1;4886;-0.26
7;1;4919;0
7;1;4930;0.28
7;1;4938;-0.43
7;1;5111;-0.11
7;1;5140;0.02
7;1;5155;0.05
7;1;5163;-0.18
7;1;5194;-0.05
7;1;5234;0.69
7;1;5296;-0.17
7;1;5305;-0.4
7;1;5385;0.2
7;1;5393;-0.19
7;1;5432;0.56
7;1;5434;0.05
7;1;5564;0.1
7;1;5570;0.12
7;1;5579;0.37
7;1;5583;-0.18
7;1;5622;0.38
7;1;5716;-0.22
7;1;5773;-0.01
7;1;5780;0
7;1;5782;-0.15
7;1;5792;0.09
7;1;5795;0.59
7;1;5828;-0.13
7;1;5835;-0.05
7;1;5849;-0.04
7;1;5914;-0.07
7;1;5917;0
7;1;5949;0.07
7;1;5976;0.11
7;1;6000;-0.02
7;1;6022;-0.14
7;1;6046;0.29
7;1;6054;-0.09
7;1;6068;-0.57
7;2;29;-0.1
7;2;57;0.22
7;2;65;0
7;2;67;-0.19
7;2;70;0
7;2;82;-0.01
7;2;348;-0.07
7;2;379;-0.34
7;2;400;-0.4
7;2;445;-0.27
7;2;489;0.1
7;2;515;0.27
7;2;523;0.02
7;2;543;0.26
7;2;594;0.64
7;2;607;0.34
7;2;644;0.22
7;2;654;0.2
7;2;663;-0.19
7;2;677;0.3
7;2;685;0.54
7;2;702;0.31
7;2;709;0.42
7;2;782;-0.06
7;2;923;-0.42
7;2;926;0.21
7;2;947;-0.16
7;2;983;0.23
7;2;1034;-0.13
7;2;1052;-0.72
7;2;1132;-0.33
7;2;1225;0.36
7;2;1230;0.38
7;2;1257;0.31
7;2;1264;0.22
7;2;1269;-0.11
7;2;1273;0.06
7;2;1293;0.01
7;2;1313;-0.01
7;2;1349;-0.33
7;2;1374;0.25
7;2;1421;0.31
7;2;1444;-1.08
7;2;1446;-0.26
7;2;1477;-0.49
7;2;1484;-0.22
7;2;1644;0.03
7;2;1655;0.19
7;2;1693;0.57
7;2;1855;0.18
7;2;2100;0.39
7;2;2121;-0.19
7;2;2129;-0.04
7;2;2241;0.7
7;2;2282;0.13
7;2;2328;-1.2
7;2;2356;-0.28
7;2;2361;-0.38
7;2;2395;0.11
7;2;2409;0.19
7;2;2452;0.2
7;2;2463;-0.35
7;2;2545;0.17
7;2;2616;-0.07
7;2;2820;-1.22
7;2;2931;0
7;2;2951;-0.3
7;2;2966;-0.34
7;2;3003;-0.1
7;2;3089;-0.85
7;2;3131;0.07
7;2;3133;-0.11
7;2;3194;0.17
7;2;3253;-0.19
7;2;3264;-0.48
7;2;3325;-0.04
7;2;3327;-0.66
7;2;3355;0.25
7;2;3381;0.26
7;2;3391;0.43
7;2;3413;0.17
7;2;3445;-0.81
7;2;3447;0.8
7;2;3455;0.12
7;2;3458;0.39
7;2;3493;0.33
7;2;3506;0.15
7;2;3557;0.05
7;2;3565;-0.17
7;2;3577;0.26
7;2;3628;-0.51
7;2;3805;0.17
7;2;3821;-0.08
7;2;3824;-0.28
7;2;3843;0.1
7;2;3866;0.41
7;2;3877;-0.06
7;2;3898;-0.21
7;2;3921;-0.26
7;2;3930;-0.28
7;2;4009;-0.07
7;2;4087;0.2
7;2;4141;-0.15
7;2;4216;-0.8
7;2;4227;0.28
7;2;4294;0.59
7;2;4426;0.21
7;2;4452;0.07
7;2;4481;0
7;2;4511;0
7;2;4543;0.34
7;2;4544;-0.14
7;2;4587;0.13
7;2;4633;-0.19
7;2;4642;0.19
7;2;4665;0.29
7;2;4778;0.39
7;2;4790;-0.37
7;2;4806;-0.08
7;2;4835;0
7;2;4886;-1.09
7;2;4919;-0.25
7;2;4930;-0.39
7;2;4938;-0.43
7;2;5111;0.43
7;2;5140;-0.19
7;2;5155;-0.21
7;2;5163;-0.4
7;2;5194;-0.22
7;2;5234;-0.32
7;2;5296;0.01
7;2;5305;0.05
7;2;5385;-0.13
7;2;5393;0.15
7;2;5432;0.45
7;2;5434;-0.2
7;2;5564;0.34
7;2;5570;0.28
7;2;5579;-0.68
7;2;5583;-0.57
7;2;5622;-0.05
7;2;5716;0.48
7;2;5773;0.02
7;2;5780;-0.1
7;2;5782;-0.01
7;2;5792;0.8
7;2;5795;0.04
7;2;5828;-0.15
7;2;5835;0.09
7;2;5849;-0.27
7;2;5914;0.2
7;2;5917;0.16
7;2;5949;0.33
7;2;5976;0.2
7;2;6000;0.42
7;2;6022;-1.24
7;2;6046;0.02
7;2;6054;-0.25
7;2;6068;-0.06
7;3;29;-0.17
7;3;57;0.12
7;3;65;0.09
7;3;67;-0.05
7;3;70;0
7;3;82;-0.08
7;3;348;0.61
7;3;379;-0.04
7;3;400;-0.36
7;3;445;-0.24
7;3;489;0.08
7;3;515;0.22
7;3;523;-0.39
7;3;543;0.15
7;3;594;0.26
7;3;607;0
7;3;644;0.13
7;3;654;-0.34
7;3;663;0.15
7;3;677;-0.45
7;3;685;-0.08
7;3;702;0.35
7;3;709;0.04
7;3;782;-0.08
7;3;923;0.08
7;3;926;-0.05
7;3;947;0.63
7;3;983;0.01
7;3;1034;0.03
7;3;1052;-0.73
7;3;1132;-0.17
7;3;1225;0.03
7;3;1230;0.22
7;3;1257;0.19
7;3;1264;-0.15
7;3;1269;-0.12
7;3;1273;-0.15
7;3;1293;0.1
7;3;1313;-0.44
7;3;1349;-0.43
7;3;1374;0.07
7;3;1421;-0.25
7;3;1444;0.11
7;3;1446;0.21
7;3;1477;0.2
7;3;1484;0.08
7;3;1644;0
7;3;1655;0.02
7;3;1693;0.14
7;3;1855;0.08
7;3;2100;-0.21
7;3;2121;-0.12
7;3;2129;-0.05
7;3;2241;0.12
7;3;2282;0.07
7;3;2328;0.53
7;3;2356;-0.1
7;3;2361;-0.22
7;3;2395;0.13
7;3;2409;0.18
7;3;2452;0.08
7;3;2463;0.28
7;3;2545;0.08
7;3;2616;0.18
7;3;2820;-0.12
7;3;2931;0.29
7;3;2951;0.16
7;3;2966;0.06
7;3;3003;0.31
7;3;3089;0.36
7;3;3131;0.06
7;3;3133;0.2
7;3;3194;-0.01
7;3;3253;-0.12
7;3;3264;0.02
7;3;3325;-0.32
7;3;3327;-0.16
7;3;3355;-0.04
7;3;3381;0
7;3;3391;-0.05
7;3;3413;0.06
7;3;3445;0.36
7;3;3447;-0.13
7;3;3455;0.27
7;3;3458;0.22
7;3;3493;0.07
7;3;3506;-0.18
7;3;3557;-0.36
7;3;3565;-0.06
7;3;3577;0.03
7;3;3628;0.15
7;3;3805;-0.01
7;3;3821;0.14
7;3;3824;-0.11
7;3;3843;-0.22
7;3;3866;0.03
7;3;3877;0.32
7;3;3898;0.02
7;3;3921;-0.01
7;3;3930;0.08
7;3;4009;0.07
7;3;4087;0.04
7;3;4141;-0.17
7;3;4216;-0.13
7;3;4227;0.09
7;3;4294;0.04
7;3;4426;-0.09
7;3;4452;0.28
7;3;4481;0
7;3;4511;-0.02
7;3;4543;-0.01
7;3;4544;0.53
7;3;4587;-0.31
7;3;4633;0.71
7;3;4642;-0.09
7;3;4665;0.13
7;3;4778;-0.26
7;3;4790;-0.04
7;3;4806;-0.23
7;3;4835;0.01
7;3;4886;-0.15
7;3;4919;0.25
7;3;4930;0.21
7;3;4938;0.17
7;3;5111;-0.02
7;3;5140;0.2
7;3;5155;0
7;3;5163;0.16
7;3;5194;0.05
7;3;5234;-0.21
7;3;5296;0.14
7;3;5305;0.38
7;3;5385;0.06
7;3;5393;0.15
7;3;5432;-0.08
7;3;5434;0.03
7;3;5564;-0.17
7;3;5570;0.04
